address,real_address,prefix,number,tagname,description,tag_type,source,alias,parent,SCADA_tagname
A200,A200,A,200,EXT_ADDR_A200,""" (OMR A200)""",DINT,PLC,EXT_A_array[200],,[]
A200.11,A200.11,A,200.11,EXT_P_FIRST_CYCLE,"""First Cycle Flag (OMR A200.11)""",BOOL,PLC,EXT_A_array[200].11,,[]
A200.15,A200.15,A,200.15,EXT_P_FIRST_CYCLE_TASK,"""First Task Execution Flag (OMR A200.15)""",BOOL,PLC,EXT_A_array[200].15,,[]
A351,A351,A,351,EXT_ADDR_A351,""" (OMR A351)""",DINT,PLC,EXT_A_array[351],,[]
A351.00,A351.00,A,351.00,EXT_ADDR_A351.00,""" (OMR A351.00)""",BOOL,PLC,EXT_A_array[351].00,EXT_ADDR_A351,[]
A351.01,A351.01,A,351.01,EXT_ADDR_A351.01,""" (OMR A351.01)""",BOOL,PLC,EXT_A_array[351].01,EXT_ADDR_A351,[]
A351.02,A351.02,A,351.02,EXT_ADDR_A351.02,""" (OMR A351.02)""",BOOL,PLC,EXT_A_array[351].02,EXT_ADDR_A351,[]
A351.03,A351.03,A,351.03,EXT_ADDR_A351.03,""" (OMR A351.03)""",BOOL,PLC,EXT_A_array[351].03,EXT_ADDR_A351,[]
A351.04,A351.04,A,351.04,EXT_ADDR_A351.04,""" (OMR A351.04)""",BOOL,PLC,EXT_A_array[351].04,EXT_ADDR_A351,[]
A351.05,A351.05,A,351.05,EXT_ADDR_A351.05,""" (OMR A351.05)""",BOOL,PLC,EXT_A_array[351].05,EXT_ADDR_A351,[]
A351.06,A351.06,A,351.06,EXT_ADDR_A351.06,""" (OMR A351.06)""",BOOL,PLC,EXT_A_array[351].06,EXT_ADDR_A351,[]
A351.07,A351.07,A,351.07,EXT_ADDR_A351.07,""" (OMR A351.07)""",BOOL,PLC,EXT_A_array[351].07,EXT_ADDR_A351,[]
A351.08,A351.08,A,351.08,EXT_ADDR_A351.08,""" (OMR A351.08)""",BOOL,PLC,EXT_A_array[351].08,EXT_ADDR_A351,[]
A351.09,A351.09,A,351.09,EXT_ADDR_A351.09,""" (OMR A351.09)""",BOOL,PLC,EXT_A_array[351].09,EXT_ADDR_A351,[]
A351.10,A351.10,A,351.10,EXT_ADDR_A351.10,""" (OMR A351.10)""",BOOL,PLC,EXT_A_array[351].10,EXT_ADDR_A351,[]
A351.11,A351.11,A,351.11,EXT_ADDR_A351.11,""" (OMR A351.11)""",BOOL,PLC,EXT_A_array[351].11,EXT_ADDR_A351,[]
A351.12,A351.12,A,351.12,EXT_ADDR_A351.12,""" (OMR A351.12)""",BOOL,PLC,EXT_A_array[351].12,EXT_ADDR_A351,[]
A351.13,A351.13,A,351.13,EXT_ADDR_A351.13,""" (OMR A351.13)""",BOOL,PLC,EXT_A_array[351].13,EXT_ADDR_A351,[]
A351.14,A351.14,A,351.14,EXT_ADDR_A351.14,""" (OMR A351.14)""",BOOL,PLC,EXT_A_array[351].14,EXT_ADDR_A351,[]
A351.15,A351.15,A,351.15,EXT_ADDR_A351.15,""" (OMR A351.15)""",BOOL,PLC,EXT_A_array[351].15,EXT_ADDR_A351,[]
A352,A352,A,352,EXT,"""  (OMR A352)""",REAL,PLC,EXT_A_array[352],,[]
A352.00,A352.00,A,352.00,EXT_ADDR_A352.00,""" (OMR A352.00)""",BOOL,PLC,EXT_A_array[352].00,EXT_ADDR_A352,[]
A352.01,A352.01,A,352.01,EXT_ADDR_A352.01,""" (OMR A352.01)""",BOOL,PLC,EXT_A_array[352].01,EXT_ADDR_A352,[]
A352.02,A352.02,A,352.02,EXT_ADDR_A352.02,""" (OMR A352.02)""",BOOL,PLC,EXT_A_array[352].02,EXT_ADDR_A352,[]
A352.03,A352.03,A,352.03,EXT_ADDR_A352.03,""" (OMR A352.03)""",BOOL,PLC,EXT_A_array[352].03,EXT_ADDR_A352,[]
A352.04,A352.04,A,352.04,EXT_ADDR_A352.04,""" (OMR A352.04)""",BOOL,PLC,EXT_A_array[352].04,EXT_ADDR_A352,[]
A352.05,A352.05,A,352.05,EXT_ADDR_A352.05,""" (OMR A352.05)""",BOOL,PLC,EXT_A_array[352].05,EXT_ADDR_A352,[]
A352.06,A352.06,A,352.06,EXT_ADDR_A352.06,""" (OMR A352.06)""",BOOL,PLC,EXT_A_array[352].06,EXT_ADDR_A352,[]
A352.07,A352.07,A,352.07,EXT_ADDR_A352.07,""" (OMR A352.07)""",BOOL,PLC,EXT_A_array[352].07,EXT_ADDR_A352,[]
A352.08,A352.08,A,352.08,EXT_ADDR_A352.08,""" (OMR A352.08)""",BOOL,PLC,EXT_A_array[352].08,EXT_ADDR_A352,[]
A352.09,A352.09,A,352.09,EXT_ADDR_A352.09,""" (OMR A352.09)""",BOOL,PLC,EXT_A_array[352].09,EXT_ADDR_A352,[]
A352.10,A352.10,A,352.10,EXT_ADDR_A352.10,""" (OMR A352.10)""",BOOL,PLC,EXT_A_array[352].10,EXT_ADDR_A352,[]
A352.11,A352.11,A,352.11,EXT_ADDR_A352.11,""" (OMR A352.11)""",BOOL,PLC,EXT_A_array[352].11,EXT_ADDR_A352,[]
A352.12,A352.12,A,352.12,EXT_ADDR_A352.12,""" (OMR A352.12)""",BOOL,PLC,EXT_A_array[352].12,EXT_ADDR_A352,[]
A352.13,A352.13,A,352.13,EXT_ADDR_A352.13,""" (OMR A352.13)""",BOOL,PLC,EXT_A_array[352].13,EXT_ADDR_A352,[]
A352.14,A352.14,A,352.14,EXT_ADDR_A352.14,""" (OMR A352.14)""",BOOL,PLC,EXT_A_array[352].14,EXT_ADDR_A352,[]
A352.15,A352.15,A,352.15,EXT_ADDR_A352.15,""" (OMR A352.15)""",BOOL,PLC,EXT_A_array[352].15,EXT_ADDR_A352,[]
A353,A353,A,353,EXT_ADDR_A353,""" (OMR A353)""",DINT,PLC,EXT_A_array[353],,[]
A353.00,A353.00,A,353.00,EXT_ADDR_A353.00,""" (OMR A353.00)""",BOOL,PLC,EXT_A_array[353].00,EXT_ADDR_A353,[]
A353.01,A353.01,A,353.01,EXT_ADDR_A353.01,""" (OMR A353.01)""",BOOL,PLC,EXT_A_array[353].01,EXT_ADDR_A353,[]
A353.02,A353.02,A,353.02,EXT_ADDR_A353.02,""" (OMR A353.02)""",BOOL,PLC,EXT_A_array[353].02,EXT_ADDR_A353,[]
A353.03,A353.03,A,353.03,EXT_ADDR_A353.03,""" (OMR A353.03)""",BOOL,PLC,EXT_A_array[353].03,EXT_ADDR_A353,[]
A353.04,A353.04,A,353.04,EXT_ADDR_A353.04,""" (OMR A353.04)""",BOOL,PLC,EXT_A_array[353].04,EXT_ADDR_A353,[]
A353.05,A353.05,A,353.05,EXT_ADDR_A353.05,""" (OMR A353.05)""",BOOL,PLC,EXT_A_array[353].05,EXT_ADDR_A353,[]
A353.06,A353.06,A,353.06,EXT_ADDR_A353.06,""" (OMR A353.06)""",BOOL,PLC,EXT_A_array[353].06,EXT_ADDR_A353,[]
A353.07,A353.07,A,353.07,EXT_ADDR_A353.07,""" (OMR A353.07)""",BOOL,PLC,EXT_A_array[353].07,EXT_ADDR_A353,[]
A353.08,A353.08,A,353.08,EXT_ADDR_A353.08,""" (OMR A353.08)""",BOOL,PLC,EXT_A_array[353].08,EXT_ADDR_A353,[]
A353.09,A353.09,A,353.09,EXT_ADDR_A353.09,""" (OMR A353.09)""",BOOL,PLC,EXT_A_array[353].09,EXT_ADDR_A353,[]
A353.10,A353.10,A,353.10,EXT_ADDR_A353.10,""" (OMR A353.10)""",BOOL,PLC,EXT_A_array[353].10,EXT_ADDR_A353,[]
A353.11,A353.11,A,353.11,EXT_ADDR_A353.11,""" (OMR A353.11)""",BOOL,PLC,EXT_A_array[353].11,EXT_ADDR_A353,[]
A353.12,A353.12,A,353.12,EXT_ADDR_A353.12,""" (OMR A353.12)""",BOOL,PLC,EXT_A_array[353].12,EXT_ADDR_A353,[]
A353.13,A353.13,A,353.13,EXT_ADDR_A353.13,""" (OMR A353.13)""",BOOL,PLC,EXT_A_array[353].13,EXT_ADDR_A353,[]
A353.14,A353.14,A,353.14,EXT_ADDR_A353.14,""" (OMR A353.14)""",BOOL,PLC,EXT_A_array[353].14,EXT_ADDR_A353,[]
A353.15,A353.15,A,353.15,EXT_ADDR_A353.15,""" (OMR A353.15)""",BOOL,PLC,EXT_A_array[353].15,EXT_ADDR_A353,[]
A354,A354,A,354,EXT_ADDR_A354,""" (OMR A354)""",DINT,PLC,EXT_A_array[354],,[]
A354.00,A354.00,A,354.00,EXT_ADDR_A354.00,""" (OMR A354.00)""",BOOL,PLC,EXT_A_array[354].00,EXT_ADDR_A354,[]
A354.01,A354.01,A,354.01,EXT_ADDR_A354.01,""" (OMR A354.01)""",BOOL,PLC,EXT_A_array[354].01,EXT_ADDR_A354,[]
A354.02,A354.02,A,354.02,EXT_ADDR_A354.02,""" (OMR A354.02)""",BOOL,PLC,EXT_A_array[354].02,EXT_ADDR_A354,[]
A354.03,A354.03,A,354.03,EXT_ADDR_A354.03,""" (OMR A354.03)""",BOOL,PLC,EXT_A_array[354].03,EXT_ADDR_A354,[]
A354.04,A354.04,A,354.04,EXT_ADDR_A354.04,""" (OMR A354.04)""",BOOL,PLC,EXT_A_array[354].04,EXT_ADDR_A354,[]
A354.05,A354.05,A,354.05,EXT_ADDR_A354.05,""" (OMR A354.05)""",BOOL,PLC,EXT_A_array[354].05,EXT_ADDR_A354,[]
A354.06,A354.06,A,354.06,EXT_ADDR_A354.06,""" (OMR A354.06)""",BOOL,PLC,EXT_A_array[354].06,EXT_ADDR_A354,[]
A354.07,A354.07,A,354.07,EXT_ADDR_A354.07,""" (OMR A354.07)""",BOOL,PLC,EXT_A_array[354].07,EXT_ADDR_A354,[]
A354.08,A354.08,A,354.08,EXT_ADDR_A354.08,""" (OMR A354.08)""",BOOL,PLC,EXT_A_array[354].08,EXT_ADDR_A354,[]
A354.09,A354.09,A,354.09,EXT_ADDR_A354.09,""" (OMR A354.09)""",BOOL,PLC,EXT_A_array[354].09,EXT_ADDR_A354,[]
A354.10,A354.10,A,354.10,EXT_ADDR_A354.10,""" (OMR A354.10)""",BOOL,PLC,EXT_A_array[354].10,EXT_ADDR_A354,[]
A354.11,A354.11,A,354.11,EXT_ADDR_A354.11,""" (OMR A354.11)""",BOOL,PLC,EXT_A_array[354].11,EXT_ADDR_A354,[]
A354.12,A354.12,A,354.12,EXT_ADDR_A354.12,""" (OMR A354.12)""",BOOL,PLC,EXT_A_array[354].12,EXT_ADDR_A354,[]
A354.13,A354.13,A,354.13,EXT_ADDR_A354.13,""" (OMR A354.13)""",BOOL,PLC,EXT_A_array[354].13,EXT_ADDR_A354,[]
A354.14,A354.14,A,354.14,EXT_ADDR_A354.14,""" (OMR A354.14)""",BOOL,PLC,EXT_A_array[354].14,EXT_ADDR_A354,[]
A354.15,A354.15,A,354.15,EXT_ADDR_A354.15,""" (OMR A354.15)""",BOOL,PLC,EXT_A_array[354].15,EXT_ADDR_A354,[]
A402,A402,A,402,EXT_ADDR_A402,""" (OMR A402)""",DINT,PLC,EXT_A_array[402],,[]
A402.04,A402.04,A,402.04,EXT_LOW_BATT_FLAG,"""LOW BATTERY FLAG (OMR A402.04)""",BOOL,PLC,EXT_A_array[402].04,,[]
D0,D0,D,0,EXT_SIGNALCND0,"""Machine #0 Signal Conditioning (OMR D0)""",REAL,PLC,,,[]
D1,D1,D,1,EXT_ADDR_D1,""" (OMR D1)""",REAL,PLC,,,[]
D2,D2,D,2,EXT_SCALELOW01,"""Low Scale Machine 0 Input 1 (OMR D2)""",REAL,PLC,,,[]
D3,D3,D,3,EXT_ADDR_D3,""" (OMR D3)""",REAL,PLC,,,[]
D4,D4,D,4,EXT_ADDR_D4,""" (OMR D4)""",REAL,PLC,,,[]
D5,D5,D,5,EXT_ADDR_D5,""" (OMR D5)""",REAL,PLC,,,[]
D6,D6,D,6,EXT_ADDR_D6,""" (OMR D6)""",REAL,PLC,,,[]
D7,D7,D,7,EXT_ADDR_D7,""" (OMR D7)""",REAL,PLC,,,[]
D8,D8,D,8,EXT_ADDR_D8,""" (OMR D8)""",REAL,PLC,,,[]
D9,D9,D,9,EXT_ADDR_D9,""" (OMR D9)""",REAL,PLC,,,[]
D10,D10,D,10,EXT_ADDR_D10,""" (OMR D10)""",REAL,PLC,,,[]
D11,D11,D,11,EXT_ADDR_D11,""" (OMR D11)""",REAL,PLC,,,[]
D12,D12,D,12,EXT_ADDR_D12,""" (OMR D12)""",REAL,PLC,,,[]
D13,D13,D,13,EXT_ADDR_D13,""" (OMR D13)""",REAL,PLC,,,[]
D14,D14,D,14,EXT_ADDR_D14,""" (OMR D14)""",REAL,PLC,,,[]
D15,D15,D,15,EXT_ADDR_D15,""" (OMR D15)""",REAL,PLC,,,[]
D16,D16,D,16,EXT_ADDR_D16,""" (OMR D16)""",REAL,PLC,,,[]
D17,D17,D,17,EXT_ADDR_D17,""" (OMR D17)""",REAL,PLC,,,[]
D18,D18,D,18,EXT_ADDR_D18,""" (OMR D18)""",REAL,PLC,,,[]
D19,D19,D,19,EXT_ADDR_D19,""" (OMR D19)""",REAL,PLC,,,[]
D20,D20,D,20,EXT_ADDR_D20,""" (OMR D20)""",REAL,PLC,,,[]
D21,D21,D,21,EXT_ADDR_D21,""" (OMR D21)""",REAL,PLC,,,[]
D22,D22,D,22,EXT_ADDR_D22,""" (OMR D22)""",REAL,PLC,,,[]
D23,D23,D,23,EXT_ADDR_D23,""" (OMR D23)""",REAL,PLC,,,[]
D24,D24,D,24,EXT_ADDR_D24,""" (OMR D24)""",REAL,PLC,,,[]
D25,D25,D,25,EXT_ADDR_D25,""" (OMR D25)""",REAL,PLC,,,[]
D50,D50,D,50,EXT_SIGNALCND1,"""Machine #1 Signal Conditioning (OMR D50)""",REAL,PLC,,,[]
D51,D51,D,51,EXT_ADDR_D51,""" (OMR D51)""",REAL,PLC,,,[]
D52,D52,D,52,EXT_SCALELOW11,"""Low Scale Machine 1 Input 1 (OMR D52)""",REAL,PLC,,,[]
D53,D53,D,53,EXT_ADDR_D53,""" (OMR D53)""",REAL,PLC,,,[]
D54,D54,D,54,EXT_ADDR_D54,""" (OMR D54)""",REAL,PLC,,,[]
D55,D55,D,55,EXT_ADDR_D55,""" (OMR D55)""",REAL,PLC,,,[]
D56,D56,D,56,EXT_ADDR_D56,""" (OMR D56)""",REAL,PLC,,,[]
D57,D57,D,57,EXT_ADDR_D57,""" (OMR D57)""",REAL,PLC,,,[]
D58,D58,D,58,EXT_ADDR_D58,""" (OMR D58)""",REAL,PLC,,,[]
D59,D59,D,59,EXT_ADDR_D59,""" (OMR D59)""",REAL,PLC,,,[]
D60,D60,D,60,EXT_ADDR_D60,""" (OMR D60)""",REAL,PLC,,,[]
D61,D61,D,61,EXT_ADDR_D61,""" (OMR D61)""",REAL,PLC,,,[]
D62,D62,D,62,EXT_ADDR_D62,""" (OMR D62)""",REAL,PLC,,,[]
D63,D63,D,63,EXT_ADDR_D63,""" (OMR D63)""",REAL,PLC,,,[]
D64,D64,D,64,EXT_ADDR_D64,""" (OMR D64)""",REAL,PLC,,,[]
D65,D65,D,65,EXT_ADDR_D65,""" (OMR D65)""",REAL,PLC,,,[]
D66,D66,D,66,EXT_ADDR_D66,""" (OMR D66)""",REAL,PLC,,,[]
D67,D67,D,67,EXT_ADDR_D67,""" (OMR D67)""",REAL,PLC,,,[]
D68,D68,D,68,EXT_ADDR_D68,""" (OMR D68)""",REAL,PLC,,,[]
D69,D69,D,69,EXT_ADDR_D69,""" (OMR D69)""",REAL,PLC,,,[]
D70,D70,D,70,EXT_ADDR_D70,""" (OMR D70)""",REAL,PLC,,,[]
D71,D71,D,71,EXT_ADDR_D71,""" (OMR D71)""",REAL,PLC,,,[]
D72,D72,D,72,EXT_ADDR_D72,""" (OMR D72)""",REAL,PLC,,,[]
D73,D73,D,73,EXT_ADDR_D73,""" (OMR D73)""",REAL,PLC,,,[]
D74,D74,D,74,EXT_ADDR_D74,""" (OMR D74)""",REAL,PLC,,,[]
D75,D75,D,75,EXT_ADDR_D75,""" (OMR D75)""",REAL,PLC,,,[]
D76,D76,D,76,EXT_SETTLING_TANK1_COOK_EXT,"""Settling Tank 1 Cook Number to EXT. PLC (OMR D76)""",REAL,BOTH,,,['SETTLING_TANK1_COOK_EXT']
D77,D77,D,77,EXT_SETTLING_TANK2_COOK_EXT,"""Settling Tank 2  Cook Number to EXT. PLC (OMR D77)""",REAL,BOTH,,,['SETTLING_TANK2_COOK_EXT']
D78,D78,D,78,EXT_SETTLING_TANK3_COOK_EXT,"""Settling Tank 3 Cook Number to EXT. PLC (OMR D78)""",REAL,BOTH,,,['SETTLING_TANK3_COOK_EXT']
D79,D79,D,79,EXT_SETTLING_TANK4_COOK_EXT,"""Settling Tank 4 Cook Number to EXT. PLC (OMR D79)""",REAL,BOTH,,,['SETTLING_TANK4_COOK_EXT']
D80,D80,D,80,EXT_STK1AND2_LEVEL_SP,"""EXT 1&2 Settling Tank low level Transfare setpoint (OMR D80)""",REAL,BOTH,,,"['EXT_LEVEL_ST12_STPT_AR', 'EXT_LEVEL_ST12_STPT_AI', 'EXT_LEVEL_ST12_STPT_AO']"
D81,D81,D,81,EXT_STK3AND4_LEVEL_SP,"""EXT 3&4 Settling Tank low level Transfare setpoint (OMR D81)""",REAL,BOTH,,,"['EXT_LEVEL_ST34_STPT_AR', 'EXT_LEVEL_ST34_STPT_AI', 'EXT_LEVEL_ST34_STPT_AO']"
D82,D82,D,82,EXT_UFHT1_LVL_TO_EXT,"""UFHT#1 Level to EXT PLC Pass Thru (OMR D82)""",REAL,BOTH,,,['UFHT1_LVL_TO_EXT']
D83,D83,D,83,EXT_UFHT2_LVL_TO_EXT,"""UFHT#2 Level to EXT PLC Pass Thru (OMR D83)""",REAL,BOTH,,,['UFHT2_LVL_TO_EXT']
D84,D84,D,84,EXT_ADDR_D84,""" (OMR D84)""",REAL,PLC,,,[]
D85,D85,D,85,EXT_ADDR_D85,""" (OMR D85)""",REAL,PLC,,,[]
D86,D86,D,86,EXT_ADDR_D86,""" (OMR D86)""",REAL,PLC,,,[]
D87,D87,D,87,EXT_ADDR_D87,""" (OMR D87)""",REAL,PLC,,,[]
D88,D88,D,88,EXT_FILL_STPT_COOK1_1000_AI,""" (OMR D88)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK1_1000_AI', 'EXT_FILL_STPT_COOK1_1000_A0']"
D89,D89,D,89,EXT_FILL_STPT_COOK1_10000_AI,""" (OMR D89)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK1_10000_AI', 'EXT_FILL_STPT_COOK1_10000_A0']"
D90,D90,D,90,EXT_FILL_STPT_COOKWF_1000_AI,""" (OMR D90)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOKWF_1000_AI', 'EXT_FILL_STPT_COOKWF_1000_A0']"
D91,D91,D,91,EXT_FILL_STPT_COOKWF_10000_AI,""" (OMR D91)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOKWF_10000_AI', 'EXT_FILL_STPT_COOKWF_10000_A0']"
D92,D92,D,92,EXT_FILL_STPT_COOK2_1000_AI,""" (OMR D92)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK2_1000_AI', 'EXT_FILL_STPT_COOK2_1000_A0']"
D93,D93,D,93,EXT_FILL_STPT_COOK2_10000_AI,""" (OMR D93)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK2_10000_AI', 'EXT_FILL_STPT_COOK2_10000_A0']"
D94,D94,D,94,EXT_FILL_STPT_COOK3_1000_AI,""" (OMR D94)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK3_1000_AI', 'EXT_FILL_STPT_COOK3_1000_A0']"
D95,D95,D,95,EXT_FILL_STPT_COOK3_10000_AI,""" (OMR D95)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK3_10000_AI', 'EXT_FILL_STPT_COOK3_10000_A0']"
D96,D96,D,96,EXT_FILL_STPT_COOK4_1000_AI,""" (OMR D96)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK4_1000_AI', 'EXT_FILL_STPT_COOK4_1000_A0']"
D97,D97,D,97,EXT_FILL_STPT_COOK4_10000_AI,""" (OMR D97)""",REAL,BOTH,,,"['EXT_FILL_STPT_COOK4_10000_AI', 'EXT_FILL_STPT_COOK4_10000_A0']"
D98,D98,D,98,EXT_UFHT_RECLAIM_KG,"""UFHT Reclaim Added for SCADA Estimator (OMR D98)""",REAL,BOTH,,,['UFHT_RECLAIM_KG']
D99,D99,D,99,EXT_15MININCR,"""15 Minute Timer Increment (OMR D99)""",REAL,PLC,,,[]
D100,D100,D,100,EXT_10MININCR,"""10 Minute Increment Timer (OMR D100)""",REAL,PLC,,,[]
D160,D160,D,160,EXT_WFVOLUMESET,"""  (OMR D160)""",REAL,PLC,,,[]
D161,D161,D,161,EXT_ADDR_D161,""" (OMR D161)""",REAL,PLC,,,[]
D162,D162,D,162,EXT_ADDR_D162,""" (OMR D162)""",REAL,PLC,,,[]
D163,D163,D,163,EXT_ADDR_D163,""" (OMR D163)""",REAL,PLC,,,[]
D164,D164,D,164,EXT_ADDR_D164,""" (OMR D164)""",REAL,PLC,,,[]
D165,D165,D,165,EXT_ADDR_D165,""" (OMR D165)""",REAL,PLC,,,[]
D166,D166,D,166,EXT_ADDR_D166,""" (OMR D166)""",REAL,PLC,,,[]
D167,D167,D,167,EXT_ADDR_D167,""" (OMR D167)""",REAL,PLC,,,[]
D168,D168,D,168,EXT_ADDR_D168,""" (OMR D168)""",REAL,PLC,,,[]
D169,D169,D,169,EXT_ADDR_D169,""" (OMR D169)""",REAL,PLC,,,[]
D170,D170,D,170,EXT_ADDR_D170,""" (OMR D170)""",REAL,PLC,,,[]
D171,D171,D,171,EXT_ADDR_D171,""" (OMR D171)""",REAL,PLC,,,[]
D172,D172,D,172,EXT_ADDR_D172,""" (OMR D172)""",REAL,PLC,,,[]
D173,D173,D,173,EXT_ADDR_D173,""" (OMR D173)""",REAL,PLC,,,[]
D174,D174,D,174,EXT_ADDR_D174,""" (OMR D174)""",REAL,PLC,,,[]
D175,D175,D,175,EXT_ADDR_D175,""" (OMR D175)""",REAL,PLC,,,[]
D176,D176,D,176,EXT_ADDR_D176,""" (OMR D176)""",REAL,PLC,,,[]
D177,D177,D,177,EXT_ADDR_D177,""" (OMR D177)""",REAL,PLC,,,[]
D178,D178,D,178,EXT_ADDR_D178,""" (OMR D178)""",REAL,PLC,,,[]
D179,D179,D,179,EXT_ADDR_D179,""" (OMR D179)""",REAL,PLC,,,[]
D180,D180,D,180,EXT_ADDR_D180,""" (OMR D180)""",REAL,PLC,,,[]
D181,D181,D,181,EXT_ADDR_D181,""" (OMR D181)""",REAL,PLC,,,[]
D182,D182,D,182,EXT_ADDR_D182,""" (OMR D182)""",REAL,PLC,,,[]
D183,D183,D,183,EXT_ADDR_D183,""" (OMR D183)""",REAL,PLC,,,[]
D184,D184,D,184,EXT_ADDR_D184,""" (OMR D184)""",REAL,PLC,,,[]
D185,D185,D,185,EXT_ADDR_D185,""" (OMR D185)""",REAL,PLC,,,[]
D186,D186,D,186,EXT_ADDR_D186,""" (OMR D186)""",REAL,PLC,,,[]
D187,D187,D,187,EXT_ADDR_D187,""" (OMR D187)""",REAL,PLC,,,[]
D188,D188,D,188,EXT_ADDR_D188,""" (OMR D188)""",REAL,PLC,,,[]
D189,D189,D,189,EXT_ADDR_D189,""" (OMR D189)""",REAL,PLC,,,[]
D237,D237,D,237,EXT_ADDR_D237,""" (OMR D237)""",REAL,PLC,,,[]
D261,D261,D,261,EXT_07MIN_07SEC,"""07min : 07sec (OMR D261)""",REAL,PLC,,,[]
D262,D262,D,262,EXT_ADDR_D262,""" (OMR D262)""",REAL,PLC,,,[]
D263,D263,D,263,EXT_ADDR_D263,""" (OMR D263)""",REAL,PLC,,,[]
D264,D264,D,264,EXT_ADDR_D264,""" (OMR D264)""",REAL,PLC,,,[]
D265,D265,D,265,EXT_XFRB_CONTROL_WORD_1,"""XFRB Control Word #1 (OMR D265)""",REAL,PLC,,,[]
D266,D266,D,266,EXT_07HRS_7AM,"""07Hrs (7am) (OMR D266)""",REAL,PLC,,,[]
D267,D267,D,267,EXT_CONTROL_WORD_2,"""Control Word #2 (OMR D267)""",REAL,PLC,,,[]
D270,D270,D,270,EXT_SECOND,"""Second (OMR D270)""",REAL,PLC,,,[]
D271,D271,D,271,EXT_MINUTE,"""Minute (OMR D271)""",REAL,PLC,,,[]
D272,D272,D,272,EXT_HOUR,"""Hour (OMR D272)""",REAL,PLC,,,[]
D273,D273,D,273,EXT_DAY,"""Day (OMR D273)""",REAL,PLC,,,[]
D274,D274,D,274,EXT_MONTH,"""Month (OMR D274)""",REAL,PLC,,,[]
D275,D275,D,275,EXT_YEAR,"""Year (OMR D275)""",REAL,PLC,,,[]
D276,D276,D,276,EXT_MIN_SEC,"""MIN : SEC (OMR D276)""",REAL,PLC,,,[]
D277,D277,D,277,EXT_DAY_HOUR,"""DAY : HOUR (OMR D277)""",REAL,PLC,,,[]
D278,D278,D,278,EXT_YEAR_MONTH,"""YEAR : MONTH (OMR D278)""",REAL,PLC,,,[]
D279,D279,D,279,EXT_ADDTIONAL_MINUTES_AND_SECONDS,"""Addtional Minutes and Seconds (OMR D279)""",REAL,PLC,,,[]
D280,D280,D,280,EXT_ADDITIONAL_HOURS,"""Additional Hours (OMR D280)""",REAL,PLC,,,[]
D281,D281,D,281,EXT_ADDR_D281,""" (OMR D281)""",REAL,PLC,,,[]
D282,D282,D,282,EXT_ADDR_D282,""" (OMR D282)""",REAL,PLC,EXT_D_array[282],,[]
D283,D283,D,283,EXT_ADDR_D283,""" (OMR D283)""",REAL,PLC,,,[]
D284,D284,D,284,EXT_ADDR_D284,""" (OMR D284)""",REAL,PLC,,,[]
D285,D285,D,285,EXT_ADDR_D285,""" (OMR D285)""",REAL,PLC,,,[]
D286,D286,D,286,EXT_ADDR_D286,""" (OMR D286)""",REAL,PLC,,,[]
D287,D287,D,287,EXT_ADDR_D287,""" (OMR D287)""",REAL,PLC,,,[]
D288,D288,D,288,EXT_ADDR_D288,""" (OMR D288)""",REAL,PLC,,,[]
D289,D289,D,289,EXT_ADDR_D289,""" (OMR D289)""",REAL,PLC,,,[]
D290,D290,D,290,EXT_ADDR_D290,""" (OMR D290)""",REAL,PLC,,,[]
D291,D291,D,291,EXT_ADDR_D291,""" (OMR D291)""",REAL,PLC,,,[]
D292,D292,D,292,EXT_ADDR_D292,""" (OMR D292)""",REAL,PLC,,,[]
D293,D293,D,293,EXT_ADDR_D293,""" (OMR D293)""",REAL,PLC,,,[]
D294,D294,D,294,EXT_4TH_COOK_START_CALC_RESULT,""" (OMR D294)""",REAL,BOTH,,,['EXT_4TH_COOK_START_CALC_RESULT']
D295,D295,D,295,EXT_ADDR_D295,""" (OMR D295)""",REAL,PLC,,,[]
D296,D296,D,296,EXT_ADDR_D296,""" (OMR D296)""",REAL,PLC,,,[]
D297,D297,D,297,EXT_MINSEC_HOLDER,"""MIN/SEC HOLDER (OMR D297)""",REAL,PLC,,,[]
D298,D298,D,298,EXT_DAYHOUR_HOLDER,"""DAY/HOUR HOLDER (OMR D298)""",REAL,PLC,,,[]
D300,D300,D,300,EXT_CALC_START_1ST_1,"""MINUTE (OMR D300)""",REAL,BOTH,,,['EXT_CALC_START_1ST_1']
D301,D301,D,301,EXT_CALC_START_1ST_2,"""HOUR (OMR D301)""",REAL,BOTH,,,['EXT_CALC_START_1ST_2']
D302,D302,D,302,EXT_CALC_START_1ST_3,"""DAY (OMR D302)""",REAL,BOTH,,,['EXT_CALC_START_1ST_3']
D305,D305,D,305,EXT_ADDR_D305,""" (OMR D305)""",REAL,PLC,,,[]
