address,real_address,prefix,number,tagname,description,tag_type,source,alias,parent,SCADA_tagname
3343.10,3343.10,,3343.10,EXT_ADDR_3343.10,""" (OMR 3343.10)""",BOOL,PLC,EXT_IR_array[3343].10,EXT_ADDR_3343,[]
3343.11,3343.11,,3343.11,EXT_ADDR_3343.11,""" (OMR 3343.11)""",BOOL,PLC,EXT_IR_array[3343].11,EXT_ADDR_3343,[]
3343.12,3343.12,,3343.12,EXT_ADDR_3343.12,""" (OMR 3343.12)""",BOOL,PLC,EXT_IR_array[3343].12,EXT_ADDR_3343,[]
3343.13,3343.13,,3343.13,EXT_ADDR_3343.13,""" (OMR 3343.13)""",BOOL,PLC,EXT_IR_array[3343].13,EXT_ADDR_3343,[]
3343.14,3343.14,,3343.14,EXT_ADDR_3343.14,""" (OMR 3343.14)""",BOOL,PLC,EXT_IR_array[3343].14,EXT_ADDR_3343,[]
3343.15,3343.15,,3343.15,EXT_ADDR_3343.15,""" (OMR 3343.15)""",BOOL,PLC,EXT_IR_array[3343].15,EXT_ADDR_3343,[]
3344,3344,,3344,EXT_ADDR_3344,""" (OMR 3344)""",DINT,PLC,EXT_IR_array[3344],,[]
3344.00,3344.00,,3344.00,EXT_ADDR_3344.00,""" (OMR 3344.00)""",BOOL,PLC,EXT_IR_array[3344].00,EXT_ADDR_3344,[]
3344.01,3344.01,,3344.01,EXT_ADDR_3344.01,""" (OMR 3344.01)""",BOOL,PLC,EXT_IR_array[3344].01,EXT_ADDR_3344,[]
3344.02,3344.02,,3344.02,EXT_ADDR_3344.02,""" (OMR 3344.02)""",BOOL,PLC,EXT_IR_array[3344].02,EXT_ADDR_3344,[]
3344.03,3344.03,,3344.03,EXT_ADDR_3344.03,""" (OMR 3344.03)""",BOOL,PLC,EXT_IR_array[3344].03,EXT_ADDR_3344,[]
3344.04,3344.04,,3344.04,EXT_ADDR_3344.04,""" (OMR 3344.04)""",BOOL,PLC,EXT_IR_array[3344].04,EXT_ADDR_3344,[]
3344.05,3344.05,,3344.05,EXT_ADDR_3344.05,""" (OMR 3344.05)""",BOOL,PLC,EXT_IR_array[3344].05,EXT_ADDR_3344,[]
3344.06,3344.06,,3344.06,EXT_ADDR_3344.06,""" (OMR 3344.06)""",BOOL,PLC,EXT_IR_array[3344].06,EXT_ADDR_3344,[]
3344.07,3344.07,,3344.07,EXT_ADDR_3344.07,""" (OMR 3344.07)""",BOOL,PLC,EXT_IR_array[3344].07,EXT_ADDR_3344,[]
3344.08,3344.08,,3344.08,EXT_ADDR_3344.08,""" (OMR 3344.08)""",BOOL,PLC,EXT_IR_array[3344].08,EXT_ADDR_3344,[]
3344.09,3344.09,,3344.09,EXT_ADDR_3344.09,""" (OMR 3344.09)""",BOOL,PLC,EXT_IR_array[3344].09,EXT_ADDR_3344,[]
3344.10,3344.10,,3344.10,EXT_ADDR_3344.10,""" (OMR 3344.10)""",BOOL,PLC,EXT_IR_array[3344].10,EXT_ADDR_3344,[]
3344.11,3344.11,,3344.11,EXT_ADDR_3344.11,""" (OMR 3344.11)""",BOOL,PLC,EXT_IR_array[3344].11,EXT_ADDR_3344,[]
3344.12,3344.12,,3344.12,EXT_ADDR_3344.12,""" (OMR 3344.12)""",BOOL,PLC,EXT_IR_array[3344].12,EXT_ADDR_3344,[]
3344.13,3344.13,,3344.13,EXT_ADDR_3344.13,""" (OMR 3344.13)""",BOOL,PLC,EXT_IR_array[3344].13,EXT_ADDR_3344,[]
3344.14,3344.14,,3344.14,EXT_ADDR_3344.14,""" (OMR 3344.14)""",BOOL,PLC,EXT_IR_array[3344].14,EXT_ADDR_3344,[]
3344.15,3344.15,,3344.15,EXT_ADDR_3344.15,""" (OMR 3344.15)""",BOOL,PLC,EXT_IR_array[3344].15,EXT_ADDR_3344,[]
3345,3345,,3345,EXT_ADDR_3345,""" (OMR 3345)""",DINT,PLC,EXT_IR_array[3345],,[]
3345.00,3345.00,,3345.00,EXT_ADDR_3345.00,""" (OMR 3345.00)""",BOOL,PLC,EXT_IR_array[3345].00,EXT_ADDR_3345,[]
3345.01,3345.01,,3345.01,EXT_ADDR_3345.01,""" (OMR 3345.01)""",BOOL,PLC,EXT_IR_array[3345].01,EXT_ADDR_3345,[]
3345.02,3345.02,,3345.02,EXT_ADDR_3345.02,""" (OMR 3345.02)""",BOOL,PLC,EXT_IR_array[3345].02,EXT_ADDR_3345,[]
3345.03,3345.03,,3345.03,EXT_ADDR_3345.03,""" (OMR 3345.03)""",BOOL,PLC,EXT_IR_array[3345].03,EXT_ADDR_3345,[]
3345.04,3345.04,,3345.04,EXT_ADDR_3345.04,""" (OMR 3345.04)""",BOOL,PLC,EXT_IR_array[3345].04,EXT_ADDR_3345,[]
3345.05,3345.05,,3345.05,EXT_ADDR_3345.05,""" (OMR 3345.05)""",BOOL,PLC,EXT_IR_array[3345].05,EXT_ADDR_3345,[]
3345.06,3345.06,,3345.06,EXT_ADDR_3345.06,""" (OMR 3345.06)""",BOOL,PLC,EXT_IR_array[3345].06,EXT_ADDR_3345,[]
3345.07,3345.07,,3345.07,EXT_ADDR_3345.07,""" (OMR 3345.07)""",BOOL,PLC,EXT_IR_array[3345].07,EXT_ADDR_3345,[]
3345.08,3345.08,,3345.08,EXT_ADDR_3345.08,""" (OMR 3345.08)""",BOOL,PLC,EXT_IR_array[3345].08,EXT_ADDR_3345,[]
3345.09,3345.09,,3345.09,EXT_ADDR_3345.09,""" (OMR 3345.09)""",BOOL,PLC,EXT_IR_array[3345].09,EXT_ADDR_3345,[]
3345.10,3345.10,,3345.10,EXT_ADDR_3345.10,""" (OMR 3345.10)""",BOOL,PLC,EXT_IR_array[3345].10,EXT_ADDR_3345,[]
3345.11,3345.11,,3345.11,EXT_ADDR_3345.11,""" (OMR 3345.11)""",BOOL,PLC,EXT_IR_array[3345].11,EXT_ADDR_3345,[]
3345.12,3345.12,,3345.12,EXT_ADDR_3345.12,""" (OMR 3345.12)""",BOOL,PLC,EXT_IR_array[3345].12,EXT_ADDR_3345,[]
3345.13,3345.13,,3345.13,EXT_ADDR_3345.13,""" (OMR 3345.13)""",BOOL,PLC,EXT_IR_array[3345].13,EXT_ADDR_3345,[]
3345.14,3345.14,,3345.14,EXT_ADDR_3345.14,""" (OMR 3345.14)""",BOOL,PLC,EXT_IR_array[3345].14,EXT_ADDR_3345,[]
3345.15,3345.15,,3345.15,EXT_ADDR_3345.15,""" (OMR 3345.15)""",BOOL,PLC,EXT_IR_array[3345].15,EXT_ADDR_3345,[]
3346,3346,,3346,EXT_ADDR_3346,""" (OMR 3346)""",DINT,PLC,EXT_IR_array[3346],,[]
3346.00,3346.00,,3346.00,EXT_ADDR_3346.00,""" (OMR 3346.00)""",BOOL,PLC,EXT_IR_array[3346].00,EXT_ADDR_3346,[]
3346.01,3346.01,,3346.01,EXT_ADDR_3346.01,""" (OMR 3346.01)""",BOOL,PLC,EXT_IR_array[3346].01,EXT_ADDR_3346,[]
3346.02,3346.02,,3346.02,EXT_ADDR_3346.02,""" (OMR 3346.02)""",BOOL,PLC,EXT_IR_array[3346].02,EXT_ADDR_3346,[]
3346.03,3346.03,,3346.03,EXT_ADDR_3346.03,""" (OMR 3346.03)""",BOOL,PLC,EXT_IR_array[3346].03,EXT_ADDR_3346,[]
3346.04,3346.04,,3346.04,EXT_ADDR_3346.04,""" (OMR 3346.04)""",BOOL,PLC,EXT_IR_array[3346].04,EXT_ADDR_3346,[]
3346.05,3346.05,,3346.05,EXT_ADDR_3346.05,""" (OMR 3346.05)""",BOOL,PLC,EXT_IR_array[3346].05,EXT_ADDR_3346,[]
3346.06,3346.06,,3346.06,EXT_ADDR_3346.06,""" (OMR 3346.06)""",BOOL,PLC,EXT_IR_array[3346].06,EXT_ADDR_3346,[]
3346.07,3346.07,,3346.07,EXT_ADDR_3346.07,""" (OMR 3346.07)""",BOOL,PLC,EXT_IR_array[3346].07,EXT_ADDR_3346,[]
3346.08,3346.08,,3346.08,EXT_ADDR_3346.08,""" (OMR 3346.08)""",BOOL,PLC,EXT_IR_array[3346].08,EXT_ADDR_3346,[]
3346.09,3346.09,,3346.09,EXT_ADDR_3346.09,""" (OMR 3346.09)""",BOOL,PLC,EXT_IR_array[3346].09,EXT_ADDR_3346,[]
3346.10,3346.10,,3346.10,EXT_ADDR_3346.10,""" (OMR 3346.10)""",BOOL,PLC,EXT_IR_array[3346].10,EXT_ADDR_3346,[]
3346.11,3346.11,,3346.11,EXT_ADDR_3346.11,""" (OMR 3346.11)""",BOOL,PLC,EXT_IR_array[3346].11,EXT_ADDR_3346,[]
3346.12,3346.12,,3346.12,EXT_ADDR_3346.12,""" (OMR 3346.12)""",BOOL,PLC,EXT_IR_array[3346].12,EXT_ADDR_3346,[]
3346.13,3346.13,,3346.13,EXT_ADDR_3346.13,""" (OMR 3346.13)""",BOOL,PLC,EXT_IR_array[3346].13,EXT_ADDR_3346,[]
3346.14,3346.14,,3346.14,EXT_ADDR_3346.14,""" (OMR 3346.14)""",BOOL,PLC,EXT_IR_array[3346].14,EXT_ADDR_3346,[]
3346.15,3346.15,,3346.15,EXT_ADDR_3346.15,""" (OMR 3346.15)""",BOOL,PLC,EXT_IR_array[3346].15,EXT_ADDR_3346,[]
3347,3347,,3347,EXT_FIT_121_RAW,"""FIT-121 RAW (OMR 3347)""",REAL,PLC,EXT_IR_array[3347],,[]
3347.00,3347.00,,3347.00,EXT_ADDR_3347.00,""" (OMR 3347.00)""",BOOL,PLC,EXT_IR_array[3347].00,EXT_ADDR_3347,[]
3347.01,3347.01,,3347.01,EXT_ADDR_3347.01,""" (OMR 3347.01)""",BOOL,PLC,EXT_IR_array[3347].01,EXT_ADDR_3347,[]
3347.02,3347.02,,3347.02,EXT_ADDR_3347.02,""" (OMR 3347.02)""",BOOL,PLC,EXT_IR_array[3347].02,EXT_ADDR_3347,[]
3347.03,3347.03,,3347.03,EXT_ADDR_3347.03,""" (OMR 3347.03)""",BOOL,PLC,EXT_IR_array[3347].03,EXT_ADDR_3347,[]
3347.04,3347.04,,3347.04,EXT_ADDR_3347.04,""" (OMR 3347.04)""",BOOL,PLC,EXT_IR_array[3347].04,EXT_ADDR_3347,[]
3347.05,3347.05,,3347.05,EXT_ADDR_3347.05,""" (OMR 3347.05)""",BOOL,PLC,EXT_IR_array[3347].05,EXT_ADDR_3347,[]
3347.06,3347.06,,3347.06,EXT_ADDR_3347.06,""" (OMR 3347.06)""",BOOL,PLC,EXT_IR_array[3347].06,EXT_ADDR_3347,[]
3347.07,3347.07,,3347.07,EXT_ADDR_3347.07,""" (OMR 3347.07)""",BOOL,PLC,EXT_IR_array[3347].07,EXT_ADDR_3347,[]
3347.08,3347.08,,3347.08,EXT_ADDR_3347.08,""" (OMR 3347.08)""",BOOL,PLC,EXT_IR_array[3347].08,EXT_ADDR_3347,[]
3347.09,3347.09,,3347.09,EXT_ADDR_3347.09,""" (OMR 3347.09)""",BOOL,PLC,EXT_IR_array[3347].09,EXT_ADDR_3347,[]
3347.10,3347.10,,3347.10,EXT_ADDR_3347.10,""" (OMR 3347.10)""",BOOL,PLC,EXT_IR_array[3347].10,EXT_ADDR_3347,[]
3347.11,3347.11,,3347.11,EXT_ADDR_3347.11,""" (OMR 3347.11)""",BOOL,PLC,EXT_IR_array[3347].11,EXT_ADDR_3347,[]
3347.12,3347.12,,3347.12,EXT_ADDR_3347.12,""" (OMR 3347.12)""",BOOL,PLC,EXT_IR_array[3347].12,EXT_ADDR_3347,[]
3347.13,3347.13,,3347.13,EXT_ADDR_3347.13,""" (OMR 3347.13)""",BOOL,PLC,EXT_IR_array[3347].13,EXT_ADDR_3347,[]
3347.14,3347.14,,3347.14,EXT_ADDR_3347.14,""" (OMR 3347.14)""",BOOL,PLC,EXT_IR_array[3347].14,EXT_ADDR_3347,[]
3347.15,3347.15,,3347.15,EXT_ADDR_3347.15,""" (OMR 3347.15)""",BOOL,PLC,EXT_IR_array[3347].15,EXT_ADDR_3347,[]
3348,3348,,3348,EXT_HG_TK2_LEVEL_RAW,"""House Grease Tank Level (Raw) (OMR 3348)""",REAL,PLC,EXT_IR_array[3348],,[]
3348.00,3348.00,,3348.00,EXT_ADDR_3348.00,""" (OMR 3348.00)""",BOOL,PLC,EXT_IR_array[3348].00,EXT_ADDR_3348,[]
3348.01,3348.01,,3348.01,EXT_ADDR_3348.01,""" (OMR 3348.01)""",BOOL,PLC,EXT_IR_array[3348].01,EXT_ADDR_3348,[]
3348.02,3348.02,,3348.02,EXT_ADDR_3348.02,""" (OMR 3348.02)""",BOOL,PLC,EXT_IR_array[3348].02,EXT_ADDR_3348,[]
3348.03,3348.03,,3348.03,EXT_ADDR_3348.03,""" (OMR 3348.03)""",BOOL,PLC,EXT_IR_array[3348].03,EXT_ADDR_3348,[]
3348.04,3348.04,,3348.04,EXT_ADDR_3348.04,""" (OMR 3348.04)""",BOOL,PLC,EXT_IR_array[3348].04,EXT_ADDR_3348,[]
3348.05,3348.05,,3348.05,EXT_ADDR_3348.05,""" (OMR 3348.05)""",BOOL,PLC,EXT_IR_array[3348].05,EXT_ADDR_3348,[]
3348.06,3348.06,,3348.06,EXT_ADDR_3348.06,""" (OMR 3348.06)""",BOOL,PLC,EXT_IR_array[3348].06,EXT_ADDR_3348,[]
3348.07,3348.07,,3348.07,EXT_ADDR_3348.07,""" (OMR 3348.07)""",BOOL,PLC,EXT_IR_array[3348].07,EXT_ADDR_3348,[]
3348.08,3348.08,,3348.08,EXT_ADDR_3348.08,""" (OMR 3348.08)""",BOOL,PLC,EXT_IR_array[3348].08,EXT_ADDR_3348,[]
3348.09,3348.09,,3348.09,EXT_ADDR_3348.09,""" (OMR 3348.09)""",BOOL,PLC,EXT_IR_array[3348].09,EXT_ADDR_3348,[]
3348.10,3348.10,,3348.10,EXT_ADDR_3348.10,""" (OMR 3348.10)""",BOOL,PLC,EXT_IR_array[3348].10,EXT_ADDR_3348,[]
3348.11,3348.11,,3348.11,EXT_ADDR_3348.11,""" (OMR 3348.11)""",BOOL,PLC,EXT_IR_array[3348].11,EXT_ADDR_3348,[]
3348.12,3348.12,,3348.12,EXT_ADDR_3348.12,""" (OMR 3348.12)""",BOOL,PLC,EXT_IR_array[3348].12,EXT_ADDR_3348,[]
3348.13,3348.13,,3348.13,EXT_ADDR_3348.13,""" (OMR 3348.13)""",BOOL,PLC,EXT_IR_array[3348].13,EXT_ADDR_3348,[]
3348.14,3348.14,,3348.14,EXT_ADDR_3348.14,""" (OMR 3348.14)""",BOOL,PLC,EXT_IR_array[3348].14,EXT_ADDR_3348,[]
3348.15,3348.15,,3348.15,EXT_ADDR_3348.15,""" (OMR 3348.15)""",BOOL,PLC,EXT_IR_array[3348].15,EXT_ADDR_3348,[]
3349,3349,,3349,EXT_ADDR_3349,""" (OMR 3349)""",DINT,PLC,EXT_IR_array[3349],,[]
3349.00,3349.00,,3349.00,EXT_ADDR_3349.00,""" (OMR 3349.00)""",BOOL,PLC,EXT_IR_array[3349].00,EXT_ADDR_3349,[]
3349.01,3349.01,,3349.01,EXT_ADDR_3349.01,""" (OMR 3349.01)""",BOOL,PLC,EXT_IR_array[3349].01,EXT_ADDR_3349,[]
3349.02,3349.02,,3349.02,EXT_ADDR_3349.02,""" (OMR 3349.02)""",BOOL,PLC,EXT_IR_array[3349].02,EXT_ADDR_3349,[]
3349.03,3349.03,,3349.03,EXT_ADDR_3349.03,""" (OMR 3349.03)""",BOOL,PLC,EXT_IR_array[3349].03,EXT_ADDR_3349,[]
3349.04,3349.04,,3349.04,EXT_ADDR_3349.04,""" (OMR 3349.04)""",BOOL,PLC,EXT_IR_array[3349].04,EXT_ADDR_3349,[]
3349.05,3349.05,,3349.05,EXT_ADDR_3349.05,""" (OMR 3349.05)""",BOOL,PLC,EXT_IR_array[3349].05,EXT_ADDR_3349,[]
3349.06,3349.06,,3349.06,EXT_ADDR_3349.06,""" (OMR 3349.06)""",BOOL,PLC,EXT_IR_array[3349].06,EXT_ADDR_3349,[]
3349.07,3349.07,,3349.07,EXT_ADDR_3349.07,""" (OMR 3349.07)""",BOOL,PLC,EXT_IR_array[3349].07,EXT_ADDR_3349,[]
3349.08,3349.08,,3349.08,EXT_ADDR_3349.08,""" (OMR 3349.08)""",BOOL,PLC,EXT_IR_array[3349].08,EXT_ADDR_3349,[]
3349.09,3349.09,,3349.09,EXT_ADDR_3349.09,""" (OMR 3349.09)""",BOOL,PLC,EXT_IR_array[3349].09,EXT_ADDR_3349,[]
3349.10,3349.10,,3349.10,EXT_ADDR_3349.10,""" (OMR 3349.10)""",BOOL,PLC,EXT_IR_array[3349].10,EXT_ADDR_3349,[]
3349.11,3349.11,,3349.11,EXT_ADDR_3349.11,""" (OMR 3349.11)""",BOOL,PLC,EXT_IR_array[3349].11,EXT_ADDR_3349,[]
3349.12,3349.12,,3349.12,EXT_ADDR_3349.12,""" (OMR 3349.12)""",BOOL,PLC,EXT_IR_array[3349].12,EXT_ADDR_3349,[]
3349.13,3349.13,,3349.13,EXT_ADDR_3349.13,""" (OMR 3349.13)""",BOOL,PLC,EXT_IR_array[3349].13,EXT_ADDR_3349,[]
3349.14,3349.14,,3349.14,EXT_ADDR_3349.14,""" (OMR 3349.14)""",BOOL,PLC,EXT_IR_array[3349].14,EXT_ADDR_3349,[]
3349.15,3349.15,,3349.15,EXT_ADDR_3349.15,""" (OMR 3349.15)""",BOOL,PLC,EXT_IR_array[3349].15,EXT_ADDR_3349,[]
3350,3350,,3350,EXT_ADDR_3350,""" (OMR 3350)""",DINT,PLC,EXT_IR_array[3350],,[]
3350.00,3350.00,,3350.00,EXT_ADDR_3350.00,""" (OMR 3350.00)""",BOOL,PLC,EXT_IR_array[3350].00,EXT_ADDR_3350,[]
3350.01,3350.01,,3350.01,EXT_ADDR_3350.01,""" (OMR 3350.01)""",BOOL,PLC,EXT_IR_array[3350].01,EXT_ADDR_3350,[]
3350.02,3350.02,,3350.02,EXT_ADDR_3350.02,""" (OMR 3350.02)""",BOOL,PLC,EXT_IR_array[3350].02,EXT_ADDR_3350,[]
3350.03,3350.03,,3350.03,EXT_ADDR_3350.03,""" (OMR 3350.03)""",BOOL,PLC,EXT_IR_array[3350].03,EXT_ADDR_3350,[]
3350.04,3350.04,,3350.04,EXT_ADDR_3350.04,""" (OMR 3350.04)""",BOOL,PLC,EXT_IR_array[3350].04,EXT_ADDR_3350,[]
3350.05,3350.05,,3350.05,EXT_ADDR_3350.05,""" (OMR 3350.05)""",BOOL,PLC,EXT_IR_array[3350].05,EXT_ADDR_3350,[]
3350.06,3350.06,,3350.06,EXT_ADDR_3350.06,""" (OMR 3350.06)""",BOOL,PLC,EXT_IR_array[3350].06,EXT_ADDR_3350,[]
3350.07,3350.07,,3350.07,EXT_ADDR_3350.07,""" (OMR 3350.07)""",BOOL,PLC,EXT_IR_array[3350].07,EXT_ADDR_3350,[]
3350.08,3350.08,,3350.08,EXT_ADDR_3350.08,""" (OMR 3350.08)""",BOOL,PLC,EXT_IR_array[3350].08,EXT_ADDR_3350,[]
3350.09,3350.09,,3350.09,EXT_ADDR_3350.09,""" (OMR 3350.09)""",BOOL,PLC,EXT_IR_array[3350].09,EXT_ADDR_3350,[]
3350.10,3350.10,,3350.10,EXT_ADDR_3350.10,""" (OMR 3350.10)""",BOOL,PLC,EXT_IR_array[3350].10,EXT_ADDR_3350,[]
3350.11,3350.11,,3350.11,EXT_ADDR_3350.11,""" (OMR 3350.11)""",BOOL,PLC,EXT_IR_array[3350].11,EXT_ADDR_3350,[]
3350.12,3350.12,,3350.12,EXT_ADDR_3350.12,""" (OMR 3350.12)""",BOOL,PLC,EXT_IR_array[3350].12,EXT_ADDR_3350,[]
3350.13,3350.13,,3350.13,EXT_ADDR_3350.13,""" (OMR 3350.13)""",BOOL,PLC,EXT_IR_array[3350].13,EXT_ADDR_3350,[]
3350.14,3350.14,,3350.14,EXT_ADDR_3350.14,""" (OMR 3350.14)""",BOOL,PLC,EXT_IR_array[3350].14,EXT_ADDR_3350,[]
3350.15,3350.15,,3350.15,EXT_ADDR_3350.15,""" (OMR 3350.15)""",BOOL,PLC,EXT_IR_array[3350].15,EXT_ADDR_3350,[]
3351,3351,,3351,EXT_ADDR_3351,""" (OMR 3351)""",DINT,PLC,EXT_IR_array[3351],,[]
3351.00,3351.00,,3351.00,EXT_ADDR_3351.00,""" (OMR 3351.00)""",BOOL,PLC,EXT_IR_array[3351].00,EXT_ADDR_3351,[]
3351.01,3351.01,,3351.01,EXT_ADDR_3351.01,""" (OMR 3351.01)""",BOOL,PLC,EXT_IR_array[3351].01,EXT_ADDR_3351,[]
3351.02,3351.02,,3351.02,EXT_ADDR_3351.02,""" (OMR 3351.02)""",BOOL,PLC,EXT_IR_array[3351].02,EXT_ADDR_3351,[]
3351.03,3351.03,,3351.03,EXT_ADDR_3351.03,""" (OMR 3351.03)""",BOOL,PLC,EXT_IR_array[3351].03,EXT_ADDR_3351,[]
3351.04,3351.04,,3351.04,EXT_ADDR_3351.04,""" (OMR 3351.04)""",BOOL,PLC,EXT_IR_array[3351].04,EXT_ADDR_3351,[]
3351.05,3351.05,,3351.05,EXT_ADDR_3351.05,""" (OMR 3351.05)""",BOOL,PLC,EXT_IR_array[3351].05,EXT_ADDR_3351,[]
3351.06,3351.06,,3351.06,EXT_ADDR_3351.06,""" (OMR 3351.06)""",BOOL,PLC,EXT_IR_array[3351].06,EXT_ADDR_3351,[]
3351.07,3351.07,,3351.07,EXT_ADDR_3351.07,""" (OMR 3351.07)""",BOOL,PLC,EXT_IR_array[3351].07,EXT_ADDR_3351,[]
3351.08,3351.08,,3351.08,EXT_ADDR_3351.08,""" (OMR 3351.08)""",BOOL,PLC,EXT_IR_array[3351].08,EXT_ADDR_3351,[]
3351.09,3351.09,,3351.09,EXT_ADDR_3351.09,""" (OMR 3351.09)""",BOOL,PLC,EXT_IR_array[3351].09,EXT_ADDR_3351,[]
3351.10,3351.10,,3351.10,EXT_ADDR_3351.10,""" (OMR 3351.10)""",BOOL,PLC,EXT_IR_array[3351].10,EXT_ADDR_3351,[]
3351.11,3351.11,,3351.11,EXT_ADDR_3351.11,""" (OMR 3351.11)""",BOOL,PLC,EXT_IR_array[3351].11,EXT_ADDR_3351,[]
3351.12,3351.12,,3351.12,EXT_ADDR_3351.12,""" (OMR 3351.12)""",BOOL,PLC,EXT_IR_array[3351].12,EXT_ADDR_3351,[]
3351.13,3351.13,,3351.13,EXT_ADDR_3351.13,""" (OMR 3351.13)""",BOOL,PLC,EXT_IR_array[3351].13,EXT_ADDR_3351,[]
3351.14,3351.14,,3351.14,EXT_ADDR_3351.14,""" (OMR 3351.14)""",BOOL,PLC,EXT_IR_array[3351].14,EXT_ADDR_3351,[]
3351.15,3351.15,,3351.15,EXT_ADDR_3351.15,""" (OMR 3351.15)""",BOOL,PLC,EXT_IR_array[3351].15,EXT_ADDR_3351,[]
3352,3352,,3352,EXT_ADDR_3352,""" (OMR 3352)""",DINT,PLC,EXT_IR_array[3352],,[]
3352.00,3352.00,,3352.00,EXT_ADDR_3352.00,""" (OMR 3352.00)""",BOOL,PLC,EXT_IR_array[3352].00,EXT_ADDR_3352,[]
3352.01,3352.01,,3352.01,EXT_ADDR_3352.01,""" (OMR 3352.01)""",BOOL,PLC,EXT_IR_array[3352].01,EXT_ADDR_3352,[]
3352.02,3352.02,,3352.02,EXT_ADDR_3352.02,""" (OMR 3352.02)""",BOOL,PLC,EXT_IR_array[3352].02,EXT_ADDR_3352,[]
3352.03,3352.03,,3352.03,EXT_ADDR_3352.03,""" (OMR 3352.03)""",BOOL,PLC,EXT_IR_array[3352].03,EXT_ADDR_3352,[]
3352.04,3352.04,,3352.04,EXT_ADDR_3352.04,""" (OMR 3352.04)""",BOOL,PLC,EXT_IR_array[3352].04,EXT_ADDR_3352,[]
3352.05,3352.05,,3352.05,EXT_ADDR_3352.05,""" (OMR 3352.05)""",BOOL,PLC,EXT_IR_array[3352].05,EXT_ADDR_3352,[]
3352.06,3352.06,,3352.06,EXT_ADDR_3352.06,""" (OMR 3352.06)""",BOOL,PLC,EXT_IR_array[3352].06,EXT_ADDR_3352,[]
3352.07,3352.07,,3352.07,EXT_ADDR_3352.07,""" (OMR 3352.07)""",BOOL,PLC,EXT_IR_array[3352].07,EXT_ADDR_3352,[]
3352.08,3352.08,,3352.08,EXT_ADDR_3352.08,""" (OMR 3352.08)""",BOOL,PLC,EXT_IR_array[3352].08,EXT_ADDR_3352,[]
3352.09,3352.09,,3352.09,EXT_ADDR_3352.09,""" (OMR 3352.09)""",BOOL,PLC,EXT_IR_array[3352].09,EXT_ADDR_3352,[]
3352.10,3352.10,,3352.10,EXT_ADDR_3352.10,""" (OMR 3352.10)""",BOOL,PLC,EXT_IR_array[3352].10,EXT_ADDR_3352,[]
3352.11,3352.11,,3352.11,EXT_ADDR_3352.11,""" (OMR 3352.11)""",BOOL,PLC,EXT_IR_array[3352].11,EXT_ADDR_3352,[]
3352.12,3352.12,,3352.12,EXT_ADDR_3352.12,""" (OMR 3352.12)""",BOOL,PLC,EXT_IR_array[3352].12,EXT_ADDR_3352,[]
3352.13,3352.13,,3352.13,EXT_ADDR_3352.13,""" (OMR 3352.13)""",BOOL,PLC,EXT_IR_array[3352].13,EXT_ADDR_3352,[]
3352.14,3352.14,,3352.14,EXT_ADDR_3352.14,""" (OMR 3352.14)""",BOOL,PLC,EXT_IR_array[3352].14,EXT_ADDR_3352,[]
3352.15,3352.15,,3352.15,EXT_ADDR_3352.15,""" (OMR 3352.15)""",BOOL,PLC,EXT_IR_array[3352].15,EXT_ADDR_3352,[]
3353,3353,,3353,EXT_ADDR_3353,""" (OMR 3353)""",DINT,PLC,EXT_IR_array[3353],,[]
3353.00,3353.00,,3353.00,EXT_1ST_COOK_FILL_FROM,"""1st Cook Fill From Bottom (OMR 3353.00)""",BOOL,PLC,EXT_IR_array[3353].00,,[]
3360,3360,,3360,EXT_ADDR_3360,""" (OMR 3360)""",DINT,PLC,EXT_IR_array[3360],,[]
3360.00,3360.00,,3360.00,EXT_PRT1_LEVEL_8,"""PRT#1 Level > 8% (OMR 3360.00)""",BOOL,PLC,EXT_IR_array[3360].00,,[]
3360.01,3360.01,,3360.01,EXT_PRT1_LEVEL_10,"""PRT#1 Level > 10% (OMR 3360.01)""",BOOL,PLC,EXT_IR_array[3360].01,,[]
3360.02,3360.02,,3360.02,EXT_PRT1_LEVEL_OK,"""PRT#1 Level OK (OMR 3360.02)""",BOOL,PLC,EXT_IR_array[3360].02,,[]
3360.03,3360.03,,3360.03,EXT_PRT1_LEVEL_14,"""PRT#1 Level > 14% (OMR 3360.03)""",BOOL,PLC,EXT_IR_array[3360].03,,[]
3360.04,3360.04,,3360.04,EXT_PRT1_LEVEL_2,"""PRT#1 Level < 2% (OMR 3360.04)""",BOOL,PLC,EXT_IR_array[3360].04,,[]
3360.05,3360.05,,3360.05,EXT_PRT1_LEVEL_17,"""PRT#1 Level >= 17% (OMR 3360.05)""",BOOL,PLC,EXT_IR_array[3360].05,,[]
3361,3361,,3361,EXT_ADDR_3361,""" (OMR 3361)""",DINT,PLC,EXT_IR_array[3361],,[]
3361.00,3361.00,,3361.00,EXT_PTR2_LEVEL_17,"""PTR#2 Level >= 17% (OMR 3361.00)""",BOOL,PLC,EXT_IR_array[3361].00,,[]
3361.01,3361.01,,3361.01,EXT_PRT3_LEVEL_17,"""PRT#3 Level >= 17% (OMR 3361.01)""",BOOL,PLC,EXT_IR_array[3361].01,,[]
3361.02,3361.02,,3361.02,EXT_PRT4_LEVEL_17,"""PRT#4 Level >= 17% (OMR 3361.02)""",BOOL,PLC,EXT_IR_array[3361].02,,[]
