Type,TAG,NEXT BLK,DESCRIPTION,Full Address,Clean_Address_BCD,Clean_Address,New_Address
AI,N_PRE_POSTW4_3_TIME_SP2_AI,,PostW4 Drain Preset,OMR_FINS.EXT.D32353,D32353,D32353,EXT_N_PRE_POSTW4_3_TIME_SP2
AI,N_PRE_POSTW4_3_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32358,D32358,D32358,EXT_PRT3_POSTW4_AGT_SP
AI,N_PRE_POSTW4_4_STEP,N_PRE_POSTW4_4_FN,,OMR_FINS.EXT.D32500,D32500,D32500,EXT_PRT4_STEP
AI,N_PRE_POSTW4_4_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32558,D32558,D32558,EXT_PRT4_POSTW4_AGT_SP
AI,N_PRE_POSTW4_4_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32558,D32558,D32558,EXT_PRT4_POSTW4_AGT_SP
AI,N_PRE_POSTW4_4_TIME_SP2,,(NGC) PostW4 Drain Preset,OMR_FINS.EXT.D32553,D32553,D32553,EXT_N_PRE_POSTW4_4_TIME_SP2
AI,N_PRE_POSTW4_4_TIME_SP2_AI,,PostW4 Drain Preset,OMR_FINS.EXT.D32553,D32553,D32553,EXT_N_PRE_POSTW4_4_TIME_SP2
AI,N_PRE_POSTW4_3_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32358,D32358,D32358,EXT_PRT3_POSTW4_AGT_SP
AI,N_PRE_POSTW4_3_STEP,N_PRE_POSTW4_3_FN,,OMR_FINS.EXT.D32300,D32300,D32300,EXT_PRT3_STEP
AI,EXT_PROD_PMP_FLOW,EXT_PROD_PMP_TOT,Extractor to UFHT Flow Rate,OMR_FINS.EXT.D3000,D3000,D3000,EXT_UFHT_GELYFLOW
AI,EXT_LEVEL_ST34_STPT_AR,,(NGC) Settling Tank 3&4 Stop Transfer Se,OMR_FINS.EXT.D81@BCD,D81@BCD,D81,EXT_STK3AND4_LEVEL_SP
AI,EXT_LEVEL_ST34_STPT_AI,,Settling Tank 3&4 Stop Transfer Setpoint,OMR_FINS.EXT.D81@BCD,D81@BCD,D81,EXT_STK3AND4_LEVEL_SP
AI,EXT_LEVEL_ST12_STPT_AR,,(NGC) Settling Tank 1&2 Stop Transfer Se,OMR_FINS.EXT.D80@BCD,D80@BCD,D80,EXT_STK1AND2_LEVEL_SP
AI,EXT_LEVEL_ST12_STPT_AI,,Settling Tank 1&2 Stop Transfer Setpoint,OMR_FINS.EXT.D80@BCD,D80@BCD,D80,EXT_STK1AND2_LEVEL_SP
AI,N_PRE_PREWASH_1_STEP,N_PRE_PREWASH_1_FN,,OMR_FINS.EXT.D32100,D32100,D32100,EXT_PRT1_STEP
AI,N_PRE_PREWASH_1_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32116,D32116,D32116,EXT_PRT1_PREWASH_AGT_SP
AI,N_PRE_PREWASH_1_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32116,D32116,D32116,EXT_PRT1_PREWASH_AGT_SP
AI,N_PRE_PREWASH_1_TIME_SP2,,(NGC) Time Preset,OMR_FINS.EXT.D32117,D32117,D32117,EXT_PRT1_PREWASH_DRAIN_SP
AI,N_PRE_WATER_1_TOTAL,,(NGC) PRT1 Total Water,OMR_FINS.EXT.D32108,D32108,D32108,EXT_PRT1_WATER_TOTAL
AI,EXT_HU_TEMP_STPT_EXT_4,EXT_HU_TEMP_STPT_EXT_4_DEGC,EXT#4 Current Temperature Setpoint,OMR_FINS.EXT.D408,D408,D408,EXT_4CURTEMPSP
AI,EXT_HU_TEMP_STPT_EXT_3,EXT_HU_TEMP_STPT_EXT_3_DEGC,EXT#3 Current Temperature Setpoint,OMR_FINS.EXT.D407,D407,D407,EXT_3CURTEMPSP
AI,EXT_HU_TEMP_STPT_EXT_2,EXT_HU_TEMP_STPT_EXT_2_DEGC,EXT#2 Current Temperature Setpoint,OMR_FINS.EXT.D406,D406,D406,EXT_2CURTEMPSP
AI,EXT_HU_TEMP_STPT_EXT_1,EXT_HU_TEMP_STPT_EXT_1_DEGC,EXT#1 Current Temperature Setpoint,OMR_FINS.EXT.D405,D405,D405,EXT_1CURTEMPSP
AI,EXT_HU_TEMP_STPT_4TH_AI_AO,,4th COOK HU TEMP (degC),OMR_FINS.EXT.D1463@BCD,D1463@BCD,D1463,EXT_HU_TEMP_STPT_4TH_AI
AI,EXT_HU_TEMP_STPT_4TH_AI,,4th COOK HU TEMP IN FROM PLC,OMR_FINS.EXT.D423,D423,D423,EXT_4THCOOKTEMP
AI,EXT_HU_TEMP_STPT_3RD_AI_AO,,3rd COOK HU TEMP (degC),OMR_FINS.EXT.D1462@BCD,D1462@BCD,D1462,EXT_HU_TEMP_STPT_3RD_AI
AI,EXT_HU_TEMP_STPT_3RD_AI,,3rd COOK HU TEMP IN FROM PLC,OMR_FINS.EXT.D422,D422,D422,EXT_3RDCOOKTEMP
AI,EXT_HU_TEMP_STPT_2ND_AI_AO,,2nd COOK HU TEMP (degC),OMR_FINS.EXT.D1461@BCD,D1461@BCD,D1461,EXT_2ND_COOK_TEMP_S_P
AI,EXT_HU_TEMP_STPT_2ND_AI,,2nd COOK HU TEMP IN FROM PLC,OMR_FINS.EXT.D421,D421,D421,EXT_2NDCOOKTEMP
AI,N_PRE_PREWASH_1_TIME_SP2_AI,,Time Preset,OMR_FINS.EXT.D32117,D32117,D32117,EXT_PRT1_PREWASH_DRAIN_SP
AI,EXT_HU_TEMP_STPT_1ST_AI_AO,,1st COOK HU TEMP (degC),OMR_FINS.EXT.D1460@BCD,D1460@BCD,D1460,EXT_1ST_COOK_TEMP_S_P
AI,EXT_HU_TEMP_STPT_1ST_AI,,1st COOK HU TEMP IN FROM PLC,OMR_FINS.EXT.D420,D420,D420,EXT_1STCOOKTEMP
AI,EXT_HU_TEMP_4TH,,,OMR_FINS.EXT.D1473@BCD,D1473@BCD,D1473,EXT_HU_TEMP_4TH
AI,EXT_HU_TEMP_3RD,,,OMR_FINS.EXT.D1472@BCD,D1472@BCD,D1472,EXT_HU_TEMP_3RD
AI,AUTOJET_DURATION_TIMER,,,OMR_FINS.EXT.D364,D364,D364,EXT_AUTOJET_DURATION
AI,EXT_HU_TEMP_2ND,,,OMR_FINS.EXT.D1471@BCD,D1471@BCD,D1471,EXT_HU_TEMP_2ND
AI,EXT_HU_TEMP_1ST,,,OMR_FINS.EXT.D1470@BCD,D1470@BCD,D1470,EXT_HU_TEMP_1ST
AI,AUTOJET_STANDARD_TIME_AI,,,OMR_FINS.EXT.D344,D344,D344,EXT_STANDARD_AUTOJET_TIME
AI,EXT_FLOW_TO_UFHT_TOT,EXT_FLOW_TO_UFHT_CENT,EXT to UFHT flow to Centrifuge PLC,OMR_FINS.EXT.D3000,D3000,D3000,EXT_UFHT_GELYFLOW
AI,EXT_FLOW_TO_UFHT_AR,,(NGC) Extractor to UFHT flow rate AR,OMR_FINS.EXT.D3000,D3000,D3000,EXT_UFHT_GELYFLOW
AI,EXT_FLOW_TO_UFHT_AI,EXT_FLOW_UFHT_TOTAL,Extractor to UFHT flow rate AI,OMR_FINS.EXT.D3000,D3000,D3000,EXT_UFHT_GELYFLOW
AI,N_PRE_WATER_1_TOTAL_AI,,PRT1 Total Water,OMR_FINS.EXT.D32108,D32108,D32108,EXT_PRT1_WATER_TOTAL
AI,N_PRE_WATER_2_TOTAL,,(NGC) PRT2 Total Water,OMR_FINS.EXT.D32208,D32208,D32208,EXT_PRT2_WATER_TOTAL
AI,N_PRE_WATER_2_TOTAL_AI,,PRT2 Total Water,OMR_FINS.EXT.D32208,D32208,D32208,EXT_PRT2_WATER_TOTAL
AI,N_PRE_WATER_3_TOTAL,,(NGC) PRT3 Total Water,OMR_FINS.EXT.D32308,D32308,D32308,EXT_PRT3_WATER_TOTAL
AI,EXT_FILL_STPT_COOKWF_10000_AI,EXT_FILL_STPT_COOKWF_CA,,OMR_FINS.EXT.D91@BCD,D91@BCD,D91,EXT_ADDR_D91
AI,EXT_FILL_STPT_COOKWF_1000_AI,,,OMR_FINS.EXT.D90@BCD,D90@BCD,D90,EXT_ADDR_D90
AI,N_PRE_WATER_3_TOTAL_AI,,PRT3 Total Water,OMR_FINS.EXT.D32308,D32308,D32308,EXT_PRT3_WATER_TOTAL
AI,EXT_FILL_STPT_COOK4_10000_AI,EXT_FILL_STPT_COOK4_CA,,OMR_FINS.EXT.D97@BCD,D97@BCD,D97,EXT_ADDR_D97
AI,N_PRE_PREWASH_1_WATER_SP,,(NGC) Water Liters SP,OMR_FINS.EXT.D32114,D32114,D32114,EXT_PRT1_PREWASH_WATER_SP
AI,EXT_FILL_STPT_COOK4_1000_AI,,,OMR_FINS.EXT.D96@BCD,D96@BCD,D96,EXT_ADDR_D96
AI,N_PRE_PREWASH_1_WATER_SP_AI,,Water Liters SP,OMR_FINS.EXT.D32114,D32114,D32114,EXT_PRT1_PREWASH_WATER_SP
AI,EXT_FILL_STPT_COOK3_10000_AI,EXT_FILL_STPT_COOK3_CA,,OMR_FINS.EXT.D95@BCD,D95@BCD,D95,EXT_ADDR_D95
AI,EXT_FILL_STPT_COOK3_1000_AI,,,OMR_FINS.EXT.D94@BCD,D94@BCD,D94,EXT_ADDR_D94
AI,N_PRE_WATER_4_TOTAL,,(NGC) PRT4 Total Water,OMR_FINS.EXT.D32508,D32508,D32508,EXT_PRT4_WATER_TOTAL
AI,EXT_FILL_STPT_COOK2_10000_AI,EXT_FILL_STPT_COOK2_CA,,OMR_FINS.EXT.D93@BCD,D93@BCD,D93,EXT_ADDR_D93
AI,EXT_FILL_STPT_COOK2_1000_AI,,,OMR_FINS.EXT.D92@BCD,D92@BCD,D92,EXT_ADDR_D92
AI,N_PRE_PREWASH_2_STEP,N_PRE_PREWASH_2_FN,,OMR_FINS.EXT.D32200,D32200,D32200,EXT_PRT2_STEP
AI,N_PRE_WATER_4_TOTAL_AI,,PRT4 Total Water,OMR_FINS.EXT.D32508,D32508,D32508,EXT_PRT4_WATER_TOTAL
AI,EXT_FILL_STPT_COOK1_10000_AI,EXT_FILL_STPT_COOK1_CA,,OMR_FINS.EXT.D89@BCD,D89@BCD,D89,EXT_ADDR_D89
AI,N_PRE_POSTW4_2_TIME_SP2_AI,,PostW4 Drain Preset,OMR_FINS.EXT.D32253,D32253,D32253,EXT_N_PRE_POSTW4_2_TIME_SP2
AI,EXT_FILL_STPT_COOK1_1000_AI,,,OMR_FINS.EXT.D88@BCD,D88@BCD,D88,EXT_ADDR_D88
AI,N_PRE_POSTW4_2_TIME_SP2,,(NGC) PostW4 Drain Preset,OMR_FINS.EXT.D32253,D32253,D32253,EXT_N_PRE_POSTW4_2_TIME_SP2
AI,N_PRE_POSTW4_2_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32258,D32258,D32258,EXT_PRT2_POSTW4_AGT_SP
AI,N_PRE_PREWASH_2_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32216,D32216,D32216,EXT_PRT2_PREWASH_AGT_SP
AI,N_PRE_PREWASH_2_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32216,D32216,D32216,EXT_PRT2_PREWASH_AGT_SP
AI,EXT_CURRENT_COOK4_AR,,(NGC) ext4,OMR_FINS.EXT.D403,D403,D403,EXT_EXT4COOK
AI,EXT_CURRENT_COOK4_AI,,ext4,OMR_FINS.EXT.D403,D403,D403,EXT_EXT4COOK
AI,EXT_CURRENT_COOK4,,EXT4,OMR_FINS.EXT.D403,D403,D403,EXT_EXT4COOK
AI,EXT_CURRENT_COOK3_AR,,(NGC) ext3,OMR_FINS.EXT.D402,D402,D402,EXT_EXT3COOK
AI,EXT_CURRENT_COOK3_AI,,ext3,OMR_FINS.EXT.D402,D402,D402,EXT_EXT3COOK
AI,EXT_CURRENT_COOK3,,EXT1,OMR_FINS.EXT.D402,D402,D402,EXT_EXT3COOK
AI,EXT_CURRENT_COOK2_AR,,(NGC) ext2,OMR_FINS.EXT.D401,D401,D401,EXT_EXT2COOK
AI,EXT_CURRENT_COOK2_AI,,ext2,OMR_FINS.EXT.D401,D401,D401,EXT_EXT2COOK
AI,EXT_CURRENT_COOK2,,EXT2,OMR_FINS.EXT.D401,D401,D401,EXT_EXT2COOK
AI,EXT_CURRENT_COOK1_AR,,(NGC) ext1,OMR_FINS.EXT.D400,D400,D400,EXT_EXT1COOK
AI,EXT_CURRENT_COOK1_AI,,ext1,OMR_FINS.EXT.D400,D400,D400,EXT_EXT1COOK
AI,EXT_CURRENT_COOK1,,EXT1,OMR_FINS.EXT.D400,D400,D400,EXT_EXT1COOK
AI,N_PRE_PREWASH_2_TIME_SP2,,(NGC) Time Preset,OMR_FINS.EXT.D32217,D32217,D32217,EXT_PRT2_PREWASH_DRAIN_SP
AI,N_PRE_PREWASH_2_TIME_SP2_AI,,Time Preset,OMR_FINS.EXT.D32217,D32217,D32217,EXT_PRT2_PREWASH_DRAIN_SP
AI,N_PRE_POSTW4_2_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32258,D32258,D32258,EXT_PRT2_POSTW4_AGT_SP
AI,N_PRE_POSTW4_2_STEP,N_PRE_POSTW4_2_FN,,OMR_FINS.EXT.D32200,D32200,D32200,EXT_PRT2_STEP
AI,EXT_COOK_4_AI,,,OMR_FINS.EXT.D403,D403,D403,EXT_EXT4COOK
AI,EXT_COOK_3_AI,,,OMR_FINS.EXT.D402,D402,D402,EXT_EXT3COOK
AI,EXT_COOK_2_AI,,,OMR_FINS.EXT.D401,D401,D401,EXT_EXT2COOK
AI,EXT_COOK_1_AI,,,OMR_FINS.EXT.D400,D400,D400,EXT_EXT1COOK
AI,EXT_WATER_FILL_TOTAL_1000_AI,,,OMR_FINS.EXT.D3200@BCD,D3200@BCD,D3200,EXT_ADDR_D3200
AI,EXT_WATER_FILL_TOTAL_10000_AI,EXT_WATER_FILL_TOTAL_CA,,OMR_FINS.EXT.D3201@BCD,D3201@BCD,D3201,EXT_ADDR_D3201
AI,EXT_WF_FILL_TOTAL_1000_AI,,,OMR_FINS.EXT.D3202@BCD,D3202@BCD,D3202,EXT_ADDR_D3202
AI,EXT_WF_FILL_TOTAL_10000_AI,EXT_WF_FILL_TOTAL_CA,,OMR_FINS.EXT.D3203@BCD,D3203@BCD,D3203,EXT_ADDR_D3203
AI,EXT_CALC_START_1ST_3,,,OMR_FINS.EXT.D302@bcd,D302@bcd,D302,EXT_DAY
AI,EXT_CALC_START_1ST_2,,,OMR_FINS.EXT.D301@bcd,D301@bcd,D301,EXT_HOUR
AI,EXT_CALC_START_1ST_1,,,OMR_FINS.EXT.D300@BCD,D300@BCD,D300,EXT_MINUTE
AI,N_PRE_PREWASH_2_WATER_SP,,(NGC) Water Liters SP,OMR_FINS.EXT.D32214,D32214,D32214,EXT_PRT2_PREWASH_WATER_SP
AI,FILL_DURATION_TIMER,,,OMR_FINS.EXT.D360,D360,D360,EXT_FILLING_DURATION
AI,FILL_STANDARD_TIME_AI,,,OMR_FINS.EXT.D340,D340,D340,EXT_STANDARD_FILL_TIME
AI,N_PRE_PREWASH_2_WATER_SP_AI,,Water Liters SP,OMR_FINS.EXT.D32214,D32214,D32214,EXT_PRT2_PREWASH_WATER_SP
AI,DROP_DURATION_TIMER,,,OMR_FINS.EXT.D362,D362,D362,EXT_DROP_DURATION
AI,DROP_STANDARD_TIME_AI,,,OMR_FINS.EXT.D342,D342,D342,EXT_STANDARD_DROP_TIME
AI,HEATUP_DURATION_TIMER,,,OMR_FINS.EXT.D361,D361,D361,EXT_HEATUP_DURATION
AI,HEATUP_STANDARD_TIME_AI,,,OMR_FINS.EXT.D341,D341,D341,EXT_STANDARD_HEATUP_TIME
AI,N_PRE_POSTW4_1_TIME_SP2_AI,,PostW4 Drain Preset,OMR_FINS.EXT.D32153,D32153,D32153,EXT_N_PRE_POSTW4_1_TIME_SP2
AI,N_PRE_PREWASH_3_STEP,N_PRE_PREWASH_3_FN,,OMR_FINS.EXT.D32300,D32300,D32300,EXT_PRT3_STEP
AI,EXT_BATCH_NUM_4_AI,,EXT 4,OMR_FINS.EXT.D1439,D1439,D1439,EXT_ADDR_D1439
AI,N_PRE_PREWASH_3_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32316,D32316,D32316,EXT_PRT3_PREWASH_AGT_SP
AI,EXT_BATCH_NUM_4_4TH_AI,,EXT 4                   4TH COOK,OMR_FINS.EXT.D3213,D3213,D3213,EXT_BATCH_NUM_4_4TH
AI,N_PRE_PREWASH_3_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32316,D32316,D32316,EXT_PRT3_PREWASH_AGT_SP
AI,EXT_BATCH_NUM_3_AI,,EXT 3,OMR_FINS.EXT.D1438,D1438,D1438,EXT_ADDR_D1438
AI,EXT_BATCH_NUM_3_4TH_AI,,EXT 3                   4TH COOK,OMR_FINS.EXT.D3212,D3212,D3212,EXT_BATCH_NUM_3_4TH
AI,N_PRE_PREWASH_3_TIME_SP2,,(NGC) Time Preset,OMR_FINS.EXT.D32317,D32317,D32317,EXT_PRT3_PREWASH_DRAIN_SP
AI,EXT_BATCH_NUM_2_AI,,EXT 2,OMR_FINS.EXT.D1437,D1437,D1437,EXT_ADDR_D1437
AI,EXT_BATCH_NUM_2_4TH_AI,,EXT 2                   4TH COOK,OMR_FINS.EXT.D3211,D3211,D3211,EXT_BATCH_NUM_2_4TH
AI,EXT_BATCH_NUM_1_AI,,EXTRACTOR BATCH NUMBER,OMR_FINS.EXT.D1436,D1436,D1436,EXT_ADDR_D1436
AI,EXT_BATCH_NUM_1_4TH_AI,,EXT 1                   4TH COOK,OMR_FINS.EXT.D3210,D3210,D3210,EXT_BATCH_NUM_1_4TH
AI,N_PRE_PREWASH_3_TIME_SP2_AI,,Time Preset,OMR_FINS.EXT.D32317,D32317,D32317,EXT_PRT3_PREWASH_DRAIN_SP
AI,N_PRE_POSTW4_1_TIME_SP2,,(NGC) PostW4 Drain Preset,OMR_FINS.EXT.D32153,D32153,D32153,EXT_N_PRE_POSTW4_1_TIME_SP2
AI,N_PRE_POSTW4_1_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32158,D32158,D32158,EXT_PRT1_POSTW4_AGT_SP
AI,N_PRE_POSTW4_1_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32158,D32158,D32158,EXT_PRT1_POSTW4_AGT_SP
AI,N_PRE_PREWASH_3_WATER_SP,,(NGC) Water Liters SP,OMR_FINS.EXT.D32314,D32314,D32314,EXT_PRT3_PREWASH_WATER_SP
AI,N_PRE_PREWASH_3_WATER_SP_AI,,Water Liters SP,OMR_FINS.EXT.D32314,D32314,D32314,EXT_PRT3_PREWASH_WATER_SP
AI,EXT_4_4_TEMP_WF_SIM,EXT_4_4_TEMP_WF_SIM_CA,,OMR_FINS.EXT.D3158,D3158,D3158,EXT_ADDR_D3158
AI,EXT_4_4_TEMP_SET_SIM,EXT_4_4_TEMP_SET_SIM_CA,,OMR_FINS.EXT.D3155,D3155,D3155,EXT_ADDR_D3155
AI,EXT_4_4_TEMP_HU_I_SIM,EXT_4_4_TEMP_HU_I_SIM_CA,,OMR_FINS.EXT.D3153,D3153,D3153,EXT_ADDR_D3153
AI,EXT_4_4_TEMP_HU_F_SIM,EXT_4_4_TEMP_HU_F_SIM_CA,,OMR_FINS.EXT.D3154,D3154,D3154,EXT_ADDR_D3154
AI,EXT_4_4_TEMP_FILL_SIM,,,OMR_FINS.EXT.D3151,D3151,D3151,EXT_ADDR_D3151
AI,EXT_4_4_FLOW_TOTAL_WF_SIM,,,OMR_FINS.EXT.D3159,D3159,D3159,EXT_ADDR_D3159
AI,EXT_4_4_FLOW_TOTAL_SET,EXT_4_4_FLOW_TOTAL_SET_SIM,STK-4 LEVEL 4th DROP,OMR_FINS.EXT.D3156@BCD,D3156@BCD,D3156,EXT_ADDR_D3156
AI,EXT_4_4_FLOW_TOTAL_FILL_SIM,,,OMR_FINS.EXT.D3152,D3152,D3152,EXT_ADDR_D3152
AI,N_PRE_POSTW4_1_STEP,N_PRE_POSTW4_1_FN,,OMR_FINS.EXT.D32100,D32100,D32100,EXT_PRT1_STEP
AI,EXT_4_3_TEMP_WF_SIM,EXT_4_3_TEMP_WF_SIM_CA,,OMR_FINS.EXT.D3148,D3148,D3148,EXT_ADDR_D3148
AI,EXT_4_3_TEMP_SET_SIM,EXT_4_3_TEMP_SET_SIM_CA,,OMR_FINS.EXT.D3145,D3145,D3145,EXT_ADDR_D3145
AI,EXT_4_3_TEMP_HU_I_SIM,EXT_4_3_TEMP_HU_I_SIM_CA,,OMR_FINS.EXT.D3143,D3143,D3143,EXT_ADDR_D3143
AI,EXT_4_3_TEMP_HU_F_SIM,EXT_4_3_TEMP_HU_F_SIM_CA,,OMR_FINS.EXT.D3144,D3144,D3144,EXT_ADDR_D3144
AI,EXT_4_3_TEMP_FILL_SIM,,,OMR_FINS.EXT.D3141,D3141,D3141,EXT_ADDR_D3141
AI,EXT_4_3_FLOW_TOTAL_WF_SIM,,,OMR_FINS.EXT.D3149,D3149,D3149,EXT_ADDR_D3149
AI,EXT_4_3_FLOW_TOTAL_SET,EXT_4_3_FLOW_TOTAL_SET_SIM,STK-4 LEVEL 3rd DROP,OMR_FINS.EXT.D3146@BCD,D3146@BCD,D3146,EXT_ADDR_D3146
AI,EXT_4_3_FLOW_TOTAL_FILL_SIM,,,OMR_FINS.EXT.D3142,D3142,D3142,EXT_ADDR_D3142
AI,N_PRE_PREWASH_4_STEP,N_PRE_PREWASH_4_FN,,OMR_FINS.EXT.D32500,D32500,D32500,EXT_PRT4_STEP
AI,CAUSTIC_SYS_DT_TOTAL_AI,CAUSTIC_SYS_DT_TOTAL_CA,,OMR_FINS.EXT.D32456,D32456,D32456,EXT_DT_CAUSTIC_TOT
AI,N_PRE_POSTW3_4_TIME_SP2_AI,,PostWIII Drain Preset,OMR_FINS.EXT.D32525,D32525,D32525,EXT_PRT4_POSTWIII_DRAIN_SP
AI,CAUSTIC_SYS_DT_TOTAL_SP_AI,CAUSTIC_SYS_DT_TOTAL_SP_AI_CA,,OMR_FINS.EXT.D32454,D32454,D32454,EXT_DT_CAUSTIC_TOT_SP
AI,N_PRE_PREWASH_4_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32516,D32516,D32516,EXT_PRT4_PREWASH_AGT_SP
AI,N_PRE_POSTW3_4_TIME_SP2,,(NGC) PostWIII Drain Preset,OMR_FINS.EXT.D32525,D32525,D32525,EXT_PRT4_POSTWIII_DRAIN_SP
AI,CAUSTIC_SYS_FIT_100_AI,CAUSTIC_SYS_FIT_100_CA,Plant Caustic Flow FIT-100 (0 - 2.5 L/sec),OMR_FINS.EXT.D32414,D32414,D32414,EXT_FIT_100_AI
AI,CAUSTIC_SYS_FIT_110_AI,CAUSTIC_SYS_FIT_110_CA,Caustic Flow To Precoat/EXT,OMR_FINS.EXT.D32419,D32419,D32419,EXT_FIT_110
AI,CAUSTIC_SYS_FIT_1010_AI,CAUSTIC_SYS_FIT_1010_CA,PRT Caustic Flow FIT_1010 (0 - 2.5 L/sec),OMR_FINS.EXT.D32415,D32415,D32415,EXT_FIT_1010_AI
AI,N_PRE_PREWASH_4_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32516,D32516,D32516,EXT_PRT4_PREWASH_AGT_SP
AI,N_PRE_PREWASH_4_TIME_SP2,,(NGC) Time Preset,OMR_FINS.EXT.D32517,D32517,D32517,EXT_PRT4_PREWASH_DRAIN_SP
AI,N_PRE_PREWASH_4_TIME_SP2_AI,,Time Preset,OMR_FINS.EXT.D32517,D32517,D32517,EXT_PRT4_PREWASH_DRAIN_SP
AI,CAUSTIC_SYS_LIT_100_AI,DMN_BULK_CAUSTIC_LEVEL,(NGC) New Caustic TK100 level,OMR_FINS.EXT.D32417,D32417,D32417,EXT_LIT_100_AI
AI,N_PRE_POSTW3_4_TIME_SP1_AI,,Time Preset,OMR_FINS.EXT.D32548,D32548,D32548,EXT_PRT4_POSTWIII_AGT_SP
AI,CAUSTIC_SYS_LIT_110_AI,,(NGC) Old Caustic TK110 Level,OMR_FINS.EXT.D32418,D32418,D32418,EXT_LIT_110_AI
AI,EXT_4_2_TEMP_SET_SIM,EXT_4_2_TEMP_SET_SIM_CA,,OMR_FINS.EXT.D3135,D3135,D3135,EXT_ADDR_D3135
AI,EXT_4_2_TEMP_HU_I_SIM,EXT_4_2_TEMP_HU_I_SIM_CA,,OMR_FINS.EXT.D3133,D3133,D3133,EXT_ADDR_D3133
AI,EXT_4_2_TEMP_HU_F_SIM,EXT_4_2_TEMP_HU_F_SIM_CA,,OMR_FINS.EXT.D3134,D3134,D3134,EXT_ADDR_D3134
AI,EXT_4_2_TEMP_FILL_SIM,,,OMR_FINS.EXT.D3131,D3131,D3131,EXT_ADDR_D3131
AI,EXT_4_2_FLOW_TOTAL_SET,EXT_4_2_FLOW_TOTAL_SET_SIM,STK-4 LEVEL 2nd DROP,OMR_FINS.EXT.D3136@BCD,D3136@BCD,D3136,EXT_ADDR_D3136
AI,EXT_4_2_FLOW_TOTAL_FILL_SIM,,,OMR_FINS.EXT.D3132,D3132,D3132,EXT_ADDR_D3132
AI,N_PRE_POSTW3_4_TIME_SP1,,(NGC) Time Preset,OMR_FINS.EXT.D32548,D32548,D32548,EXT_PRT4_POSTWIII_AGT_SP
AI,EXT_4_1_TEMP_SET_SIM,EXT_4_1_TEMP_SET_SIM_CA,,OMR_FINS.EXT.D3125,D3125,D3125,EXT_ADDR_D3125
AI,EXT_4_1_TEMP_HU_I_SIM,EXT_4_1_TEMP_HU_I_SIM_CA,,OMR_FINS.EXT.D3123,D3123,D3123,EXT_ADDR_D3123
AI,EXT_4_1_TEMP_HU_F_SIM,EXT_4_1_TEMP_HU_F_SIM_CA,,OMR_FINS.EXT.D3124,D3124,D3124,EXT_ADDR_D3124
AI,EXT_4_1_TEMP_FILL_SIM,,,OMR_FINS.EXT.D3121,D3121,D3121,EXT_ADDR_D3121
AI,EXT_4_1_FLOW_TOTAL_SET,EXT_4_1_FLOW_TOTAL_SET_SIM,STK-4 LEVEL 1st DROP,OMR_FINS.EXT.D3126@BCD,D3126@BCD,D3126,EXT_ADDR_D3126
AI,EXT_4_1_FLOW_TOTAL_FILL_SIM,,,OMR_FINS.EXT.D3122,D3122,D3122,EXT_ADDR_D3122
AI,N_PRE_POSTW3_4_STEP,N_PRE_POSTW3_4_FN,,OMR_FINS.EXT.D32500,D32500,D32500,EXT_PRT4_STEP
AI,CAUSTIC_SYS_TOTAL_AI,CAUSTIC_SYS_TOTAL_CA,,OMR_FINS.EXT.D32462,D32462,D32462,EXT_CAUSTIC_TOT
AI,CAUSTIC_SYS_TOTAL_MAIN,CAUSTIC_SYS_TOTAL_MAIN_CA,Caustic Total All Areas,OMR_FINS.EXT.D32464@LONG,D32464@LONG,D32464,EXT_CAUSTIC_TOTAL_MAIN
AI,CAUSTIC_SYS_TOTAL_M_AREA1,CAUSTIC_SYS_TOTAL_M_AREA1_CA,Caustic Total Area 1 (EXT),OMR_FINS.EXT.D32482@LONG,D32482@LONG,D32482,EXT_CAUSTIC_TOTAL_M_AREA1
AI,CAUSTIC_SYS_TOTAL_M_AREA2,CAUSTIC_SYS_TOTAL_M_AREA2_CA,Caustic Total Area 2 (PRT),OMR_FINS.EXT.D32484@LONG,D32484@LONG,D32484,EXT_CAUSTIC_TOTAL_M_AREA2
AI,CAUSTIC_SYS_TOTAL_M_AREA3,CAUSTIC_SYS_TOTAL_M_AREA3_CA,Caustic Total Area 3 (CENT),OMR_FINS.EXT.D32486@LONG,D32486@LONG,D32486,EXT_CAUSTIC_TOTAL_M_AREA3
